[34m[1mtrack: [0myolo_weights=[PosixPath('weights/yolov8n-seg.pt')], reid_weights=/home/ljh/v8_tracking/Organ-on-chips/yolov8_tracking/weights/osnet_x0_25_msmt17.pt, tracking_method=bytetrack, tracking_config=trackers/bytetrack/configs/bytetrack.yaml, source=datasets/tumor/tumor_01.mp4, imgsz=[640, 640], conf_thres=0.5, iou_thres=0.5, max_det=1000, device=, show_vid=False, save_txt=False, save_conf=False, save_crop=False, save_trajectories=False, save_vid=True, nosave=False, classes=None, agnostic_nms=False, augment=False, visualize=False, update=False, project=runs/track, name=exp, exist_ok=False, line_thickness=2, hide_labels=False, hide_conf=False, hide_class=False, half=False, dnn=False, vid_stride=1, retina_masks=False
Ultralytics YOLOv8.0.20 🚀 Python-3.8.16 torch-1.13.1+cu117 CUDA:0 (NVIDIA GeForce RTX 2080 Ti, 11020MiB)
video 1/1 (75/136) /home/ljh/v8_tracking/Organ-on-chips/yolov8_tracking/datasets/tumor/tumor_01.mp4: 480x640 (no detections), 9.5ms
video 1/1 (76/136) /home/ljh/v8_tracking/Organ-on-chips/yolov8_tracking/datasets/tumor/tumor_01.mp4: 480x640 (no detections), 9.5ms
video 1/1 (77/136) /home/ljh/v8_tracking/Organ-on-chips/yolov8_tracking/datasets/tumor/tumor_01.mp4: 480x640 (no detections), 9.6ms
video 1/1 (78/136) /home/ljh/v8_tracking/Organ-on-chips/yolov8_tracking/datasets/tumor/tumor_01.mp4: 480x640 (no detections), 9.6ms
video 1/1 (79/136) /home/ljh/v8_tracking/Organ-on-chips/yolov8_tracking/datasets/tumor/tumor_01.mp4: 480x640 (no detections), 9.6ms
video 1/1 (80/136) /home/ljh/v8_tracking/Organ-on-chips/yolov8_tracking/datasets/tumor/tumor_01.mp4: 480x640 (no detections), 9.6ms
video 1/1 (81/136) /home/ljh/v8_tracking/Organ-on-chips/yolov8_tracking/datasets/tumor/tumor_01.mp4: 480x640 (no detections), 9.5ms
video 1/1 (82/136) /home/ljh/v8_tracking/Organ-on-chips/yolov8_tracking/datasets/tumor/tumor_01.mp4: 480x640 (no detections), 9.5ms
video 1/1 (83/136) /home/ljh/v8_tracking/Organ-on-chips/yolov8_tracking/datasets/tumor/tumor_01.mp4: 480x640 (no detections), 11.0ms
video 1/1 (84/136) /home/ljh/v8_tracking/Organ-on-chips/yolov8_tracking/datasets/tumor/tumor_01.mp4: 480x640 (no detections), 9.5ms
